Width: 100
Length: 200
Depth: 400
10.6306 93.8129 59.1713
87.2074 9.42222 89.4455
70.7052 65.2999 280.1
68.6546 33.6603 335.64
39.7312 17.1832 390.05
29.1309 30.7279 8.04037
91.4914 45.3929 300.92
65.6438 58.278 84.504
1.56047 42.5812 358.85
15.1206 99.3523 57.9312
100 36.7318 16.4501
100 16.0931 273.84
100 88.8639 156.283
100 27.3462 289.68
100 87.8341 376.69
100 95.6527 327.65
100 1.01158 104.042
100 22.8345 346.41
100 22.4244 179.331
100 77.6585 391.06
100 30.0775 165.202
100 45.575 205.581
100 8.26211 339.8
100 57.5821 296.65
100 58.1584 316.51
100 48.3111 107.862
100 89.2238 61.8014
100 27.8562 289
100 71.975 86.5845
100 19.3937 269.59
100 39.9811 312.45
100 75.8301 43.6908
100 11.2524 324.02
100 72.594 199.891
100 68.7621 178.221
100 69.4805 366.46
100 48.8309 94.6581
100 23.7348 36.0707
100 78.5279 137.412
100 50.0859 157.723
100 42.8728 224.37
100 31.7186 186.481
100 17.2232 230.76
99.9868 38.3972 182.961
99.9868 51.5942 119.143
100 58.4228 209.251
100 93.323 202.301
100 83.0556 83.6738
100 36.4738 377.92
100 95.9926 98.832
99.9868 37.6057 388.87
100 62.9952 354.01
100 61.0908 144.716
100 83.4554 52.551
99.9868 72.3444 277.11
100 13.2727 78.9029
100 99.1723 369.35
100 2.09164 153.574
100 71.7954 295.44
100 44.8674 57.2612
100 83.3455 106.04
100 6.87199 78.0628
100 11.0924 37.4707
100 78.2481 338.64
100 80.1469 121.832
100 46.3557 164.312
100 58.6726 299.3
100 63.5769 249.8
100 29.3871 28.6406
100 67.0593 195.841
100 8.99218 63.9415
100 57.9255 168.632
100 59.7145 70.432
100 65.707 163.062
100 16.3331 203.161
100 3.93176 381.13
100 32.219 220.06
100 77.8184 101.316
100 98.9523 257.9
100 36.9645 396.23
100 10.2123 207.881
100 33.0598 166.972
100 80.5267 196.801
100 62.6019 260.95
100 48.946 231.2
100 4.4718 75.5125
100 42.0989 308.69
100 36.3135 44.2908
100 58.228 261.21
100 82.056 220.89
100 86.3145 370.28
100 68.1448 157.973
100 1.63161 172.492
100 62.3566 35.0707
100 45.0492 195.981
100 43.2852 65.7516
100 85.4248 342.44
100 29.0369 379.07
100 75.4503 254.32
100 87.1043 324.17
100 2.80169 271.16
100 31.9588 183.791
100 34.6213 42.3208
100 21.6042 109.61
100 42.2194 155.323
100 28.4066 204.511
100 17.8734 391.51
100 66.8006 67.9618
100 85.6147 329.57
100 78.2981 100.434
100 70.8672 330.63
100 51.2762 68.1618
100 50.2719 50.301
100 87.2443 291.72
100 51.3969 356.52
100 46.7727 147.735
100 10.6323 238.31
100 59.5209 158.103
100 77.3887 311.05
100 60.334 285.35
100 77.1789 304.5
100 44.9785 157.993
100 33.5702 270.98
100 10.7724 55.0811
100 6.74198 123.033
100 19.7137 362.7
100 38.6177 147.695
100 83.6454 348.52
100 49.5051 179.901
100 59.4843 8.22037
100 19.2236 257.08
100 59.384 192.721
100 18.1634 305.91
100 90.3735 267.16
100 39.189 216.83
100 86.9543 286.91
100 20.7139 220.26
100 67.0096 154.124
100 94.8528 149.765
100 59.5301 87.6548
100 73.4028 167.992
100 52.2314 94.1978
100 16.4631 247.47
100 95.8727 25.5005
100 36.3235 224.05
100 70.2685 12.0104
100 86.3445 9.15038
100 30.3577 254.44
100 7.052 237.83
100 40.4626 123.775
100 5.00184 233.75
100 16.043 46.2009
100 73.303 312
100 63.0543 365.69
100 72.4343 281.18
100 73.8023 207.631
100 2.9717 236.29
100 24.7151 290.21
99.9868 26.4757 370.46
100 70.3284 384.07
100 36.8544 93.4974
100 22.7645 95.9691
100 79.9171 169.682
100 77.079 397.97
100 58.5153 253.55
100 33.5202 104.454
100 69.2811 108.841
100 14.9529 344.65
100 10.2323 79.0229
99.9868 56.5307 166.782
100 20.2938 43.4208
100 49.6331 85.8243
100 98.9923 16.2904
100 38.3571 196.871
100 44.2318 279.99
100 47.5901 24.7605
100 91.4362 299.801
100 64.4174 211.581
100 13.9427 255.63
100 83.7253 172.152
100 47.0582 231.47
100 14.9629 215.15
100 87.0743 349.13
100 84.2652 208.581
100 8.66215 288.79
100 92.9531 387.85
100 25.1952 180.151
100 82.9456 316.05
100 63.4782 287.35
100 33.4701 378.43
100 51.9558 201.971
100 47.5696 57.9012
100 78.8277 278.89
100 76.9091 352.29
100 35.973 53.0011
100 83.3655 199.821
100 33.3901 68.6718
100 92.7031 27.6906
100 58.7657 352.22
100 16.5631 170.032
100 49.2508 258.26
100 15.2729 237.24
100 42.6114 181.301
100 89.4337 264.15
100 3.41173 199.561
100 88.424 384.08
100 16.7032 104.042
100 29.9975 262.52
100 32.5593 229.44
100 51.3484 363.32
100 26.5758 183.841
100 85.6047 85.2942
100 12.7326 319.74
100 42.8828 168.752
100 25.0252 334.04
100 64.7246 4.85035
100 49.3037 378.42
100 15.3229 140.779
100 61.5462 279.15
100 47.0072 189.911
100 72.2446 336.29
100 55.4637 389.31
100 68.5035 98.6818
100 89.7937 228.2
100 52.3179 391.52
100 44.4436 252.39
100 52.3915 101.586
100 57.5711 88.9153
100 0.561551 204.341
100 14.5628 381.47
100 89.9736 52.191
99.9868 82.7257 73.4423
100 94.9628 256.66
100 98.9223 383.15
100 93.643 215.59
100 24.7651 288.33
100 25.8855 271.31
100 40.6432 98.2914
100 57.8231 367.94
100 47.888 16.2804
100 97.6824 117.056
100 90.6735 305.49
100 42.963 245.54
100 60.6581 84.2639
100 42.3098 21.7405
100 48.6536 157.903
100 12.7826 274.26
100 45.7775 378.81
100 10.1723 392.37
100 93.733 62.2814
100 52.5908 362.86
100 97.8624 197.721
100 5.62189 135.166
100 52.6548 265.15
100 59.7794 146.426
100 15.803 219.94
99.9868 71.7055 50.031
99.9868 7.75206 298.04
100 71.1965 145.356
100 95.2827 34.3306
100 76.7992 135.206
100 66.353 40.0007
100 76.2996 345.65
100 24.8751 59.1113
100 0.651556 244.36
100 18.2834 25.7805
100 38.5075 340.44
100 95.4627 344.28
100 78.478 289.38
100 38.8482 86.6045
100 70.6676 166.242
100 42.3098 268.62
100 26.3357 198.001
100 75.7801 80.8032
100 88.7639 5.76036
100 35.5625 134.617
99.9868 69.5603 185.851
100 76.1997 110.617
100 2.9817 4.51035
100 69.1321 177.471
100 57.6781 170.512
100 57.9834 302.83
100 42.863 246.31
100 38.0565 399.24
100 9.2222 364.16
100 73.4228 144.507
100 9.28221 91.9866
100 12.9226 138.111
100 7.71206 183.381
100 91.5433 370.58
100 88.304 322.83
100 58.1972 332.21
100 30.828 258.61
100 73.1732 241.83
100 47.4979 43.5408
100 21.7742 260.28
100 59.6128 319.28
100 43.3053 242.16
100 96.3426 311.23
100 86.2045 303.1
100 45.8586 81.5134
100 18.0734 259.95
100 75.7003 254.82
100 34.7615 231.39
100 32.0889 312.16
100 0.921572 268.46
100 43.4361 188.301
100 78.6378 273.76
100 15.4029 293.17
100 96.7725 198.561
100 11.5924 344.92
100 68.8125 89.1754
100 7.71206 34.2906
100 42.6817 338.76
100 98.2124 346.85
100 72.2346 256.58
100 14.0928 94.0177
100 35.6927 23.6705
100 37.4955 304.98
100 14.1828 145.156
100 85.4448 220.47
100 82.8457 33.1306
100 35.8929 398.34
100 19.7837 122.942
100 44.6151 1.93033
100 69.8795 316.43
100 80.5567 332.83
100 37.806 284.6
100 34.7114 124.069
100 92.8631 261.47
100 46.8135 74.6124
100 74.5114 141.898
100 11.1124 322.06
100 78.8077 78.9429
100 27.2661 234.07
100 31.1082 22.1605
100 25.9255 322.55
100 49.4202 103.802
100 62.6117 150.244
100 58.4307 386.77
100 36.8944 159.543
100 79.4274 233.3
100 71.755 366.14
100 66.1109 351.781
100 88.5039 103.731
100 94.4329 274.66
100 34.5713 127.237
100 47.5081 309.26
100 4.85183 344.12
100 37.4654 257.63
100 51.1572 338.12
100 37.4253 149.755
100 9.32221 307.05
99.9988 66.91 152.984
100 66.5419 270.53
100 60.6773 163.152
100 62.4645 212.951
100 42.0989 183.511
100 88.454 384.98
100 87.1443 192.991
100 97.5125 149.545
100 88.304 395.36
100 33.9506 111.148
100 85.5547 290.96
100 73.8223 385.21
100 94.0829 382.53
100 62.7886 84.794
100 54.3574 300.94
100 93.473 22.1605
100 68.6131 59.8113
100 6.07192 107.338
100 58.5398 99.9535
100 64.457 392.84
100 40.9342 36.3207
100 98.6523 81.6834
100 51.2284 335.14
100 72.6839 233.54
100 67.1389 333.3
100 90.3036 138.271
100 94.3629 189.291
100 70.6077 292.28
100 81.4963 340.48
100 94.4529 220.48
100 64.2293 293.99
100 23.9548 278.77
100 10.8424 332.39
100 20.0138 83.5538
100 92.5931 2.08034
100 58.2425 28.9606
100 97.4825 255.39
100 44.6352 55.8012
100 81.8161 364.21
100 94.8028 93.7075
100 31.7287 83.5338
100 87.0543 174.411
100 46.62 389.43
100 80.7366 2.35034
100 41.2252 142.128
100 4.09178 316.49
100 58.8515 224.06
100 72.265 366.87
100 15.523 322.61
100 57.9317 22.2905
100 10.1823 195.621
100 57.8231 40.2407
100 83.5554 4.11035
100 49.5264 282.47
100 96.3926 90.0757
100 89.9536 5.25035
100 81.9461 333.65
100 39.3494 290.27
100 95.4027 294.58
100 93.1231 256.28
100 4.71182 198.911
100 58.2026 132.423
100 30.0375 122.028
100 83.6554 377.57
100 2.06164 110.882
100 90.0736 291.59
100 26.7758 131.506
100 74.8311 123.152
100 85.1948 182.691
100 57.5888 50.921
100 31.3484 20.1505
100 77.5586 308.25
100 8.81216 23.6305
100 42.0687 371.22
100 18.3735 79.303
100 12.3825 69.5819
100 98.8723 34.4206
100 64.3877 3.50034
100 57.6867 308.04
100 34.2609 196.651
100 58.3408 77.0427
100 9.2722 83.4938
100 18.3735 101.586
100 85.0549 73.4723
100 2.17165 216.63
100 72.8936 170.762
100 48.3732 383.1
100 90.2636 300.24
100 34.6213 344.43
100 73.8023 201.401
100 15.713 127.909
100 1.3816 386.87
100 97.5225 341.55
100 2.9617 12.9604
100 18.7935 370.14
100 59.0171 155.913
100 33.8605 302.53
100 72.6539 270.53
100 73.962 226.26
100 15.0129 131.207
100 80.8966 122.491
100 14.6928 218.76
100 66.2535 219.53
100 38.317 214.86
100 40.282 396.81
100 1.86163 249.17
100 49.4732 15.4104
100 80.6467 72.1321
100 86.2545 242.37
100 74.132 225.92
100 58.1877 227.41
100 88.0141 387.67
100 73.3329 352.82
100 45.312 312.1
100 1.54161 194.421
100 10.2823 356.44
100 84.795 320.26
100 3.42173 250.55
100 74.7012 12.6004
100 76.8292 200.821
100 40.1617 192.151
100 15.843 186.681
100 49.156 235.65
100 89.2838 361.69
100 5.91191 138.271
100 66.1342 303.6
100 10.0723 323.04
100 12.6526 52.401
100 21.2141 346.32
100 63.0247 241.93
100 84.4251 136.933
100 59.9848 54.6711
100 94.8428 228.69
100 1.55161 288.15
100 93.723 12.5504
100 61.8676 130.242
100 1.26159 55.7512
100 26.8059 229.65
100 3.97177 161.912
100 11.5824 302.43
100 27.3061 58.9113
100 47.6106 61.9914
100 23.9848 87.9649
100 46.9358 225.9
100 60.353 345.85
100 81.0265 250.25
100 46.8338 250.84
100 46.3557 364.41
99.9868 39.3996 304.84
100 65.8858 324.62
100 72.2046 341.38
100 32.2791 335.84
100 70.2885 244.05
100 79.1975 346.79
100 52.3033 219.91
100 61.7604 136.314
100 54.6804 118.254
Iteration : 4
62.4757 87.0576 243.881
61.4654 96.3046 76.1745
24.6014 85.2486 235.961
80.6814 58.3336 341.39
94.5392 12.8246 208.851
35.6619 27.591 151.317
99.7264 79.1634 116.12
30.6417 94.9349 89.4797
18.3112 33.9788 117.383
85.0557 37.0961 9.57068
52.0335 45.4644 154.786
26.6115 62.1081 34.2611
98.6172 88.3771 239.151
6.22091 78.4342 79.7954
45.9027 50.2014 168.173
7.03093 69.8249 5.48063
52.5236 23.6584 164.054
19.0712 37.3168 250.47
50.7233 7.16357 168.933
33.7218 11.7244 150.968
27.5915 43.3629 131.844
70.7393 39.3142 153.906
44.3826 70.1335 42.4014
69.2585 98.0643 247.25
53.0336 44.904 357.41
85.3572 88.1671 108.931
73.1911 59.795 318.25
99.8677 2.39295 272.73
3.01085 18.9063 293.44
95.2594 57.0732 166.393
22.7213 87.1076 86.2579
5.15089 30.1434 123.916
15.5511 63.8167 8.63067
83.3187 96.9745 359.19
49.5231 38.6615 332.86
39.6922 6.52348 68.2932
63.0259 74.6002 255.8
54.5939 99.0641 180.662
38.7921 90.6062 46.1115
33.1518 16.7656 121.829
37.6821 2.54296 296.46
16.5812 0.822778 187.752
40.8923 78.0047 258.34
98.0789 63.3087 27.811
55.464 49.1932 7.14065
57.9045 96.8345 291.18
92.8096 30.0333 348.08
95.2821 70.6613 258.35
60.5551 38.4206 27.271
0.840815 32.7869 289.21
36.352 38.7719 22.2309
6.11091 70.1335 315.51
39.0522 29.4026 302.36
54.5939 4.42323 122.288
88.8437 60.0918 199.721
26.1715 37.9689 245.67
32.0617 21.9175 54.562
56.1642 16.6256 1.74059
22.4413 61.1859 345.51
62.5357 90.3563 226.421
20.2613 30.664 195.041
34.6619 13.6148 397.74
34.0918 14.7751 79.6354
8.65096 38.9527 122.057
29.5716 38.6715 341.54
90.9255 79.1034 394.28
35.7619 10.8842 243.661
57.7645 19.6666 273.35
93.5116 58.7582 291.5
27.5615 41.8792 42.6714
87.7227 20.617 264.82
22.2413 50.994 201.641
76.124 78.1645 54.842
52.5136 24.809 25.5109
73.7616 91.5059 227.541
26.2815 38.802 311.56
44.4126 15.0651 145.081
80.7415 4.36318 140.376
44.8026 40.3795 287.22
58.3946 42.0304 68.3132
49.3331 49.9265 52.4319
99.4618 89.2167 70.4035
91.6729 89.1268 285.07
28.1816 17.5959 259.92
61.4454 70.8805 63.4427
62.1956 44.2641 286.08
42.5124 98.4842 375.97
85.1361 58.2276 311.8
89.3093 58.273 91.3311
8.31095 37.387 73.0839
32.1917 42.3127 222.551
98.5812 51.7383 306.58
97.7601 46.9117 126.822
35.5619 44.66 81.4859
96.8385 50.8324 115.106
64.9165 77.5253 313.94
56.8543 45.5052 382.08
78.1367 66.5767 390.04
82.7769 8.78383 17.6708
71.2597 34.7904 66.213
73.4814 66.7054 10.1007
65.6068 33.498 276.41
66.6172 66.1312 388.82
82.6365 11.5243 159.595
84.7945 58.397 72.5438
66.3371 5.73336 252.86
86.8863 30.1835 322.2
91.6729 73.1235 123.077
48.573 2.25293 246.9
23.2614 90.7362 89.3196
10.081 64.5919 159.315
43.1325 8.0037 265.02
18.0812 7.3636 287.29
61.6254 99.424 137.153
43.9625 98.4242 71.7737
94.398 39.3946 190.692
90.0295 64.769 172.353
68.2179 69.6358 105.368
34.3519 71.0997 261.18
4.93089 6.25344 347.58
76.905 11.0642 214.551
31.2617 93.6553 266.4
68.1979 20.5369 114.476
52.2935 15.1051 333.71
39.7322 50.5777 163.644
96.0758 50.7589 171.573
99.0382 91.5559 199.121
75.0528 50.4706 129.02
72.2104 73.742 205.391
14.5611 36.4142 355.26
84.8648 28.722 398.38
92.9973 70.492 339.88
85.7191 51.2106 164.334
77.0752 74.4205 241.211
24.2414 83.6995 15.2808
25.3614 65.6369 137.352
89.4309 88.8769 304.46
89.1979 15.8353 174.493
69.4286 19.3665 217.181
78.7978 92.3956 52.8819
49.7132 12.4745 44.6415
27.4715 58.4168 75.5244
10.281 17.1057 31.8011
46.3128 33.1675 173.543
92.5498 97.4044 135.387
14.0311 74.211 257.64
60.6952 37.8184 166.923
49.7432 22.7579 308.37
21.7113 75.8778 62.7226
6.48092 4.82324 130.009
44.7126 44.9447 213.331
99.9606 4.35318 287.46
68.7382 37.2165 139.458
76.3243 63.4648 291.48
17.2812 69.1681 150.908
21.3513 68.1442 314.12
60.4751 15.9854 210.581
19.4712 13.6448 91.6714
22.8013 25.2593 182.172
31.9217 47.2328 277.58
86.6547 70.4522 384.07
11.821 35.7726 329.84
22.5013 15.4652 66.863
12.8111 60.2559 270.62
97.71 48.376 259.98
74.3822 12.8346 374.03
12.9811 27.1119 128.93
3.83087 50.8942 308.16
47.1129 87.3675 337.38
53.7737 87.9272 113.568
46.0528 93.4053 141.006
84.3124 87.9572 309.86
4.58088 96.2246 190.952
26.0215 60.2409 265.85
51.2734 33.5781 9.14068
81.4131 89.5966 388.26
62.1156 98.1442 231.731
12.241 17.866 63.9127
42.1824 88.0772 79.3253
8.43096 82.5003 243.691
72.3405 94.2651 282.98
36.542 33.6382 295.78
99.2896 66.9631 359.71
96.8116 34.2694 42.7314
87.0575 93.1554 35.7112
57.0643 21.3773 277.62
36.112 76.8663 216.151
58.7947 97.4044 140.187
23.9814 47.0876 168.173
42.3724 5.39332 235.611
47.0829 60.2769 142.304
61.6654 22.898 61.4725
54.4939 83.1299 262.35
87.0273 71.8372 295.39
62.5057 24.1487 253.38
46.1028 46.6639 334.52
26.5015 43.6057 80.4056
79.4088 58.3602 56.1621
52.7736 51.1847 370.49
38.8121 70.3924 22.1909
47.8529 84.9887 281.71
52.6236 23.8785 44.4415
48.313 61.7445 58.9123
65.4567 78.4042 218.911
86.0308 51.598 156.146
74.0719 17.4358 170.143
99.7421 45.1992 285.36
73.1111 59.6036 273.95
78.4472 75.9277 356.56
73.021 48.9868 217.281
71.8401 46.5609 272.62
10.921 80.6918 246.06
3.36086 65.6764 181.572
46.4328 76.2372 9.16068
29.2616 43.1506 267.64
77.9765 87.6274 183.602
16.3811 38.1094 57.5322
99.9648 39.4649 344.77
46.2328 68.1144 288.92
86.7654 46.6433 169.953
25.4014 60.3265 269.36
20.2713 25.8497 64.1427
19.7912 87.2775 188.492
63.456 22.0676 204.631
59.4649 33.5281 351.7
86.846 76.8762 229.581
3.40086 10.7042 187.442
72.8509 10.4341 190.022
12.9411 92.3556 397.2
88.6213 48.2277 133.993
59.4749 27.4109 175.392
13.3811 36.6649 160.654
35.6819 44.66 377.18
76.8149 21.9875 50.5918
49.7632 95.0549 40.5813
73.1911 58.3304 327.16
72.8809 55.8392 305.22
46.3128 40.651 217.731
6.74092 41.9397 289.35
14.5511 68.0846 66.783
11.751 24.1487 130.494
65.6168 60.3212 351.54
14.6911 60.2188 316.37
58.7347 85.7983 360.19
3.52086 22.4978 133.097
61.9155 83.5396 375.72
56.9243 4.43319 281.96
4.04087 60.2779 283.82
88.4495 36.2638 185.662
43.6225 58.3294 243.721
89.8467 67.8859 341.9
1.59083 34.7604 377.87
8.22095 97.9743 335.01
45.9627 43.9803 191.002
47.983 71.7873 205.191
57.1944 22.1276 135.946
28.0115 11.4843 282.78
8.54096 44.4975 353.93
91.1605 11.8344 351.85
95.8248 7.76366 332.45
57.1744 46.119 34.4011
73.7716 30.7741 164.624
80.0401 76.1074 31.4611
82.807 63.3184 387.4
19.0112 94.3851 383.27
4.54088 31.8255 80.3056
90.997 12.0044 336.25
87.6824 39.6859 206.141
7.85094 5.95339 53.0419
57.3644 58.2548 233.831
39.6422 95.9447 396.38
33.5618 39.706 374.23
11.171 60.6096 179.452
41.5923 58.2858 293.68
44.6626 16.3855 238.101
69.1284 86.9377 83.6467
34.4519 38.2198 279.37
53.9638 0.812777 41.7214
66.4971 62.7933 184.702
72.4605 47.3055 348.15
47.6429 20.1968 53.7419
69.6387 27.651 328.75
73.071 6.80352 203.351
50.3432 3.27305 20.7108
49.0531 21.5273 136.255
28.9916 92.1857 234.711
90.8949 51.7811 46.7116
54.6639 4.98323 121.818
16.2311 46.922 305.97
12.021 11.2543 144.152
46.4428 19.2864 65.5829
49.3831 81.8209 185.782
22.2713 16.8356 228.371
4.04087 22.5378 231.701
1.17082 89.8465 177.802
51.1934 93.0554 241.201
20.6813 33.6382 58.8623
1.29082 9.73399 244.071
30.8717 3.52308 336.12
31.0517 25.9398 189.932
9.70098 7.30359 383.68
61.8355 92.6256 32.6711
35.5419 92.0257 177.522
79.1684 67.1119 138.819
24.0314 85.3285 51.5418
83.2585 67.7568 96.2967
65.0265 32.7368 71.6237
77.3956 98.8841 40.2513
66.137 7.14357 226.651
34.0518 41.9901 286.48
72.9409 45.4337 296.96
86.8359 73.2033 174.933
88.8842 25.2893 251.88
93.8826 48.9976 295.99
11.551 45.3623 326.26
38.1221 89.0968 144.512
7.30093 27.4309 161.334
87.0776 86.358 8.03066
12.491 60.3089 249.03
53.5337 8.22374 142.394
17.4712 22.888 99.7635
22.5713 30.5839 122.545
58.6147 80.3621 188.442
41.8724 7.64364 79.5954
14.8211 50.9066 318.19
4.17087 42.3329 357.79
42.4924 87.7373 58.1622
77.1653 80.6719 0.800583
1.60083 59.8594 288.37
2.61084 25.6796 309.39
23.1014 5.77337 325.45
58.3946 89.8965 23.1309
23.6114 34.0289 111.092
98.9814 86.5029 283.22
57.9445 88.517 179.292
56.6343 81.0815 87.7086
26.2715 69.6656 166.643
99.9226 47.838 335.27
78.8879 60.3239 253.58
91.0583 50.1552 21.0409
85.2768 63.2794 252.05
25.2314 85.5984 34.8112
55.6441 8.0037 238.101
83.108 59.9994 7.03065
44.0526 31.7854 86.598
64.2863 68.7504 94.1538
16.8112 6.38346 128.163
45.2127 39.696 359.68
91.7345 29.1524 323.14
39.3422 88.9168 84.8772
73.8917 3.93313 277.2
98.4417 32.5265 177.582
93.3641 23.6584 181.282
62.1956 14.9551 105.509
40.7423 60.3451 287.18
53.4137 40.7516 234.961
63.496 42.2825 194.481
63.2659 60.1303 355.99
69.1884 63.4648 98.6409
30.1716 77.2757 258.87
51.1634 95.4848 217.571
89.3093 66.7352 277.63
11.211 85.3385 172.113
91.4574 72.2758 178.752
54.5239 21.1372 173.233
26.8715 32.7167 330.33
85.2466 27.3008 94.2339
79.2185 86.5579 312.82
21.6613 26.0899 362.69
86.2924 17.6259 387.76
34.4319 40.5102 328.12
71.3397 80.4121 70.6535
43.5225 89.7565 28.701
92.8513 82.98 101.328
45.4827 17.3458 106.195
80.01 38.5009 331.43
68.5681 60.3133 330.23
46.9228 72.9639 74.3842
36.932 72.7046 265.08
90.9561 27.1106 40.4113
80.7315 72.7744 306.61
11.861 45.8322 314.06
82.4559 43.0698 262
81.9244 6.52348 124.713
7.79094 15.5753 277.22
88.5606 30.3136 100.947
87.1784 92.3756 284.35
23.0214 16.3155 1.07059
43.0825 60.3145 336.72
65.9369 9.33392 40.2313
10.321 64.6706 110.263
19.9613 17.8159 5.56063
0.710813 78.2544 229.611
79.3287 32.6166 81.546
96.384 29.3526 83.0965
8.73096 24.779 266.3
64.3863 82.0207 290.43
57.6345 77.1758 32.8211
62.0756 98.5142 371.55
73.7816 42.2018 175.532
2.89085 60.6924 94.5243
38.9021 65.3703 273.64
48.663 7.08356 351
13.3311 1.9829 125.834
83.9911 88.0772 218.561
84.0714 2.23293 301.92
99.4618 38.4808 339.04
78.0566 32.6466 49.8917
95.684 35.943 172.223
53.5737 12.2345 228.191
11.911 29.1224 306.9
27.2115 41.0233 175.682
93.4378 47.0255 90.5605
31.3517 18.076 97.4586
18.9312 14.395 303.27
34.4819 60.2717 130.058
46.6728 84.2492 375.51
63.596 58.9143 295.7
53.9338 26.21 262.72
52.8836 66.3984 63.8327
36.022 59.759 325.65
15.2611 90.5562 323.33
21.9613 84.3191 350.56
16.3811 74.9195 344.79
51.3234 90.1364 283.93
56.2542 39.6457 268.66
79.2786 15.9254 244.721
54.0338 74.221 180.782
89.1371 65.9037 108.361
51.6834 91.6059 281.05
26.3215 56.0079 19.4608
8.88096 60.0849 159.165
22.3513 27.4309 361.6
6.27091 76.8463 394.53
70.4792 49.6788 35.6812
5.7809 29.0823 381.08
92.82 60.2819 227.141
19.0512 47.0048 115.328
52.4335 31.3649 201.061
11.541 13.8648 175.152
63.1559 47.7646 325.32
68.0578 49.2697 195.711
38.2321 65.2815 130.91
23.3214 44.8532 354.15
25.1314 2.0029 152.207
72.1003 19.9067 188.572
39.9922 33.6382 171.763
41.9824 27.6911 303.17
82.9976 99.474 372.8
38.2221 36.5446 292.78
22.0913 22.928 257.24
57.0043 98.9941 321.52
49.3131 22.5878 370.88
22.3413 71.8172 148.539
56.0541 19.2264 147.27
99.7421 84.8688 189.052
78.908 27.0906 129.553
21.1313 63.6601 206.631
79.4389 39.6558 267.15
61.2553 98.8741 64.2128
99.7835 41.7281 237.631
30.3317 97.6243 106.094
71.5899 59.3486 253.77
45.2427 24.3087 143.273
79.0382 31.505 137.053
46.5028 61.5543 74.3342
35.1119 88.1472 57.9822
32.9218 3.30305 145.411
4.49088 58.3054 191.032
68.0278 59.7015 169.543
40.6723 75.3288 362.83
2.07084 90.0964 283.35
21.7613 20.4869 214.891
35.3219 72.0964 109.513
58.7247 61.5353 90.1302
87.642 24.5789 76.4046
38.4321 60.2534 14.8908
74.9728 20.5569 233.221
55.194 39.3343 9.95069
66.6272 69.1482 67.5931
76.6947 20.817 167.383
63.476 66.5172 80.9658
2.76085 60.2164 299.69
77.9565 57.8156 42.5814
13.7811 49.3905 350.02
9.08097 7.83367 39.7613
32.9218 16.7456 371.4
33.6318 39.5051 112.9
65.5567 78.3343 32.5111
23.1314 19.5665 39.5713
10.631 93.8152 59.1723
87.2288 9.42394 89.4497
70.7093 65.3308 280.1
68.6581 33.6683 335.64
39.7322 17.1857 390.05
29.1316 30.7341 8.04066
91.5394 45.4337 300.92
65.6468 58.5782 84.5071
1.56083 42.6053 358.85
15.1211 99.354 57.9322
100 36.7332 16.4502
99.9934 16.0954 273.84
